x values,y values
8/30/2023,135.59594568267696
8/31/2023,136.3699923028102
9/1/2023,136.13134452851386
9/5/2023,135.6634567028002
9/6/2023,135.78495770682485
9/7/2023,136.6379519876278
9/8/2023,137.8312746794506
9/11/2023,138.70483767478063
9/12/2023,139.84081266837183
9/13/2023,140.8293858045206
9/14/2023,140.5090068295346
9/15/2023,140.0718396604854
9/18/2023,139.73204645890814
9/19/2023,138.16057958978564
9/20/2023,136.20289374183585
9/21/2023,134.91310435810593
9/22/2023,133.7513147379455
9/25/2023,132.14946196757745
9/26/2023,130.1227768127258
9/27/2023,129.65271030364974
9/28/2023,129.4809890167906
9/29/2023,128.91929462663325
10/2/2023,128.43459798941473
10/3/2023,127.92097572656772
10/4/2023,127.22897426852315
10/5/2023,126.79291059690112
10/6/2023,127.39657371839841
10/9/2023,127.99569411676455
10/10/2023,128.8190362864128
10/11/2023,129.87225962431515
10/12/2023,130.07139760549848
10/13/2023,129.96853890324527
10/16/2023,130.0404378266118
10/17/2023,130.1100750670711
10/18/2023,129.74781235938562
10/19/2023,128.51566505061368
10/20/2023,128.1487094954141
10/23/2023,128.03843718108266
10/24/2023,126.2745619454221
10/25/2023,125.85834052438376
10/26/2023,127.2182675301777
10/27/2023,128.3642341999967
10/30/2023,129.63016985091164
10/31/2023,131.58053491621723
11/1/2023,133.4589879934251
11/2/2023,134.4839385521108
11/3/2023,135.76669189235062
11/6/2023,137.44592448757732
11/7/2023,138.53731198640773
11/8/2023,138.84598787326712
11/9/2023,139.47384666945044
11/10/2023,140.78742970582505
11/13/2023,142.23345244970852
11/14/2023,142.09294616499682
11/15/2023,141.5059580801326
11/16/2023,141.9441188982793
